33,14
31,14
32,10
30,11
30,10
32,9
33,9
32,12
30,13
31,10
28,11
25,12
25,12
26,10
28,10
30,15
31,10
30,8
29,9
29,9
29,9
28,8
29,7
28,7
28,7
27,6
29,5
26,6
27,6
27,8
26,8
25,9
21,6
22,5
24,4
24,5
25,6
25,5
25,3
24,3
25,2
24,3
21,7
19,12
17,9
20,7
21,5
21,5
20,7
20,4
22,4
23,4
25,5
24,7
25,8
22,7
23,6
22,5
22,3
23,4
23,5
22,5
19,8
19,13
17,6
15,2
15,1
17,-1
17,0
21,1
22,1
24,2
25,3
22,4
19,7
21,8
18,4
22,3
22.5,3
21,6
19,7
19,2
18,-1
17,0
16,1
18,1
17,1
17,0
18,0
18,12
18,6
16,7
16,9
15,12
14,5
13,3
13,-1
15,-2
14,-1
15,0
14,4
14,7
11,9
8,1
14,1
16,2
15,1
15,1
14,1
12,4
11,7
12,1
10,1
9,1
6,1
10,-1
10,-2
11,-2
11,0
11,-1
10,-1
12,1
13,-1
13,1
17,-2
19,-1
17,-2
15,-2
13,2
10,3
12,1
16,2
14,3
14,1
15,1
15,1
17,0
16,1
18,1
17,1
16,1
13,1
10,5
13,9
12,8
7,-1
10,-3
14,-2
15,-1
15,1
17,1
17,1
18,3
13,4
13,7
13,6
14,4
15,5
18,7
18,2
17,2
16,3
17,2
18,2
17,7
15,7
16,2
16,1
15,1
13,-1
15,-1
19,0
16,4
18,10
15,3
15,2
17,1
19,2
18,3
18,5
17,3
17,3
21,6
25,7
24,13
20,13
18,3
20,4
23,5
22,6
24,6
20,9
13,6
19,4
22,3
24,4
23,5
20,5
21,4
23,5
22,5
22,6
24,5
25,5
27,10
26,10
25,6
27,5
24,6
30,14
29,14
28,12
29,9
29,10
28,11
29,5
28,6
27,11
29,12
31,8
26,8
31,12
32,12
29,11
29,9
33,10
30,12
28,12
30,11
31,12
33,12
34,13
32,14
28,12
29,11
31,7
34,7
34,11
35,13
35,14
35,15
36,15
37,16
39,18
39,17
39,16
38,17
38,16
36,17
33,15
32,14
35,15
37,15
38,17
37,17
38,16
35,17
33,15
33,15
33,16
35,16
37,16
37,19
39,16
40,17
39,17
38,13
37,13
37,18
34,17
34,17
36,17
35,18
34,14
36,15
36,16
38,17
40,17
40,16
39,17
41,17
39,18
38,17
38,18
37,20
39,19
40,20
38,21
37,22
34,20
35,17
37,18
39,19
41,20
42,18
39,20
36,23
40,20
41,21
41,19
39,20
39,21
39,18
39,19
39,19
40,21
41,20
40,20
40,20
40,21
36,19
39,17
38,18
39,20
38,23
38,22
38,20
38,21
36,18
38,17
39,19
41,23
40,25
40,24
40,21
40,22
39,20
40,19
40,19
40,19
41,20
42,20
43,18
41,19
39,20
39,19
38,18
37,17
37,18
39,18
38,19
37,16
36,13
37,12
37,13
37,17
36,16
34,15
33,14
33,13
33,12
34,13
30,13
31,12
33,10
34,11
33,11
33,12
33,13
31,12
31,12
31,10
31,11
32,12
32,14
32,13
32,14
34,14
35,13
34,12
30,13
32,14
32,14
32,13
32,13
32,13
31,14
30,15
29,14
28,14
27,9
25,9
29,12
31,17
30,12
29,12
28,7
28,8
27,7
26,8
26,8
25,9
26,11
23,10
24,14
23,10
25,9
23,10
20,12
19,2
20,2
24,1
24,1
23,2
24,11
21,11
18,6
16,5
19,5
16,5
16,3
17,2
18,3
18,4
18,4
21,5
22,4
21,5
21,5
20,5
19,4
12,4
17,5
15,8
12,6
11,2
11,-3
14,-4
14,-3
9,-3
10,-1
13,-1
16,-2
21,-1
19,-1
20,5
18,5
15,7
11,9
14,4
14,4
12,6
12,3
12,4
16,1
18,1
17,1
17,1
19,1
17,1
15,1
17,1
16,1
15,3
13,4
15,1
19,-1
20,-1
24,-1
22,-1
20,-1
17,-2
13,-1
11,6
9,6
8,0
11,-3
10,-2
10,-1
9,-2
8,-4
8,-4
9,-5
7,-5
5,-4
7,-4
8,-6
7,-6
10,0
8,1
4,-3
8,-4
12,-4
10,-3
12,-3
12,5
12,6
7,2
9,-3
12,-3
10,-3
8,-4
11,-3
10,-4
13,-5
13,-4
9,-3
7,-2
11,-4
15,-4
14,-4
16,-1
13,-1
9,5
11,-1
13,-1
14,2
14,0
16,-2
13,-2
16,-3
17,-2
16,-2
16,1
17,1
14,3
12,-2
12,-2
13,-3
14,-3
12,-3
13,-1
15,-2
14,-2
16,-3
15,-2
14,-2
11,-3
15,-3
14,-3
16,-3
15,2
15,0
15,-1
17,-4
20,-4
20,-3
20,6
21,2
23,3
22,5
22,14
20,13
13,7
18,1
20,1
20,3
21,3
21,3
21,3
23,4
24,5
23,6
25,8
25,7
24,7
25,8
23,8
24,12
19,8
22,4
23,4
28,5
30,10
30,18
28,13
27,10
27,10
29,10
28,17
25,19
24,14
24,7
24,8
25,7
25,8
29,6
28,7
27,10
27,10
25,11
26,8
29,9
31,11
32,13
31,14
30,16
30,17
28,13
27,7
28,6
28,7
32,7
32,9
30,12
30,13
30,12
30,13
31,13
28,12
29,11
31,12
31,11
33,12
34,13
31,15
33,13
32,14
33,10
34,11
34,13
34,13
36,14
37,14
38,15
36,16
36,11
36,12
35,13
34,13
36,14
35,16
34,17
31,16
34,17
33,13
34,12
35,13
36,13
36,14
34,16
37,13
39,14
39,13
36,14
35,13
34,14
35,14
37,15
39,16
42,17
43,19
40,22
39,17
39,17
38,18
40,20
40,20
40,19
40,20
41,21
38,22
38,21
39,22
41,19
42,20
42,22
41,23
41,24
40,25
39,26
41,22
42,23
41,25
40,21
40,22
40,21
39,19
39,20
42,19
41,20
40,20
41,19
42,20
41,20
40,21
37,21
40,19
38,20
38,18
40,19
40,18
41,19
41,20
40,22
39,23
39,19
39,19
38,18
39,17
41,18
41,18
41,20
40,20
41,21
40,21
40,19
39,20
40,19
39,20
35,17
34,12
34,10
32,11
35,11
33,12
34,11
35,12
35,13
34,14
36,15
38,15
35,16
32,12
32,12
33,13
33,13
33,14
33,15
33,11
33,12
36,14
34,12
32,13
32,12
33,13
33,14
32,12
32,13
33,13
32,14
30,20
28,22
28,7
25,8
25,9
26,10
26,8
27,9
29,6
27,7
28,8
29,8
29,9
26,10
28,8
25,8
22,13
19,12
21,13
22,9
23,7
26,7
28,8
26,9
26,8
26,9
26,11
26,18
26,10
25,7
23,4
22,5
22,9
20,9
21,5
20,4
20,4
17,4
19,6
19,5
18,4
20,4
19,3
20,2
20,0
20,1
17,2
20,3
20,6
17,6
15,10
16,10
15,4
14,3
15,3
14,4
15,4
14,6
17,2
15,1
15,1
16,1
16,2
14,10
15,4
15,3
14,2
15,3
15,1
14,1
12,1
13,7
13,8
11,6
11,6
11,1
9,2
7,3
10,1
12,-1
15,0
13,1
11,3
12,7
12,6
13,1
13,2
13,5
10,3
14,-1
14,-2
17,-2
17,-2
15,-1
17,0
18,-2
16,-1
10,3
11,1
11,-1
11,-1
9,0
14,1
15,-1
16,-1
14,-1
16,-2
16,-1
17,-3
17,-2
17,-1
16,0
12.5,5
11,0
12,0
12,-2
10,-1
9,1
8,-2
7,-1
6,-3
8,-5
11,-5
11,-6
15,-5
15,-4
14,-3
15,-1
14,0
12,-2
12,-3
13,-3
12,-3
12,-3
11,6
11,2
15,3
16,-2
14,-1
11,4
13,1
14,0
13,1
11,0
13,1
11,1
6,-1
10,-4
13,-3
16,-1
14,0
18,0
21,0
22,0
21,3
19,7
21,3
22,3
21,2
21,3
19,4
18,10
15,7
17,4
18,2
19,3
20,3
15,4
16,8
17,5
20,2
20,2
22,2
22,3
22,4
21,6
19,6
12,8
14,8
19,4
25,5
24,7
25,7
26,7
27,10
28,8
28,9
28,9
26,12
24,13
15,13
20,8
17,7
19,7
24,6
21,6
21,6
22,5
23,5
24,5
21,5
24,6
26,6
25,7
25,8
24,7
25,7
27,8
29,11
26,12
26,6
27,7
27,11
27,9
27,9
27,10
25,12
25,10
23,10
26,8
24,9
26,8
23,7
26,7
28,8
29,8
31,9
33,10
35,11
32,15
32,16
29,9
32,7
30,8
30,8
29,9
32,10
34,10
32,12
31,10
34,11
36,13
34,14
31,15
30,11
33,12
37,11
40,12
40,14
37,16
34,13
34,12
33,13
33,11
33,12
33,13
32,16
33,21
36,16
37,17
37,18
34,15
30,14
32,12
35,13
39,15
41,16
39,17
37,16
38,15
38,16
37,16
36,17
37,17
38,15
37,16
35,16
37,15
39,14
38,15
37,18
36,16
36,17
36,18
36,16
37,17
36,16
37,17
38,17
39,18
38,19
35,19
36,20
36,20
37,19
37,18
38,19
40,20
41,20
41,21
41,22
40,23
41,23
42,23
41,20
41,21
41,21
41,21
42,20
43,21
41,22
42,20
42,20
42,21
41,22
42,23
40,23
39,20
40,21
41,20
40,20
41,14
40,15
39,18
40,16
39,17
40,17
40,17
39,18
39,18
38,16
36,17
35,16
37,16
37,17
34,17
34,17
35,16
37,15
37,15
37,16
35,17
33,15
33,14
33,15
33,14
33,14
34,12
35,13
36,13
35,13
34,12
33,13
35,14
36,16
35,16
33,15
33,16
32,16
34,17
34,19
34,16
33,13
34,14
35,14
33,15
32,13
32,13
29,12
30,10
32,10
33,9
30,9
28,10
31,9
32,8
32,9
32,10
30,9
30,10
30,11
31,10
30,10
29,12
27,14
26,13
25,9
26,8
25,8
26,9
25,7
27,7
26,12
23,14
24,13
23,10
21,7
18,6
20,4
22,3
25,4
28,7
27,7
27,8
23,8
22,4
22,5
24,5
22,7
19,5
18,5
20,4
21,5
20,3
17,4
15,7
8,-3
15,-4
16,-3
14,-1
15,4
15,-2
16,-4
18,-1
18,1
16,1
13,1
13,1
14,2
14,7
16,3
13,4
12,5
13,5
16,1
16,1
16,5
18,2
15,3
16,4
16,4
14,6
14,6
14,2
14,-3
15,-3
12,-1
15,10
10,1
13,-3
13,-3
16,-2
14,1
15,1
14,1
18,2
18,7
19,11
15,10
14,8
12,8
12,9
11,4
12,3
12,3
14,6
12,2
6,2
9,-3
9,-2
5,2
7,-3
11,-3
12,-3
12,-2
12,-2
13,-2
12,-3
11,-4
11,-3
9,-2
6,-1
6,-3
11,-4
14,-5
15,-6
12,-5
6,1
5,2
7,-2
10,-2
14,-2
13,-2
12,-2
17,-2
18,-1
15,-1
13,1
18,-1
16,-1
16,1
15,2
12,10
12,2
14,2
13,2
14,1
12,1
6,1
10,1
11,1
15,1
17,1
16,3
16,3
14,4
13,4
15,-2
18,-2
18,-1
19,1
19,1
18,1
20,2
22,2
21,1
20,1
20,2
23,2
23,2
23,3
20,5
22,10
22,7
18,7
14,10
17,10
16,11
15,5
12,5
14,1
21,1
24,4
24,7
22,7
19,9
13,5
11,3
15,2
20,2
19,5
17,7
13,5
15,5
20,4
21,5
22,6
23,6
21,6
15,9
14,10
18,7
17,7
21,8
25,11
25,13
23,14
16,12
19,7
18,8
16,6
18,5
21,5
22,6
24,5
27,5
29,13
26,14
26,9
26,7
24,7
25,10
22,9
24,7
26,7
25,7
27,8
30,10
28,9
27,9
27,11
25,8
27,8
28,9
26,10
29,8
34,8
32,11
29,10
29,9
30,9
33,10
32,11
31,13
32,10
34,11
35,11
33,13
33,10
34,10
33,13
32,14
30,12
30,9
34,10
32,14
31,14
36,11
37,12
37,14
37,15
37,15
35,14
35,13
36,12
38,13
38,16
36,17
34,15
31,16
31,11
34,12
36,13
37,14
37,17
38,17
37,19
38,19
37,20
36,17
36,16
38,16
39,16
39,17
37,17
37,17
38,17
37,17
37,18
37,19
37,19
37,17
38,17
38,18
36,18
37,17
37,18
37,18
39,19
39,19
40,20
39,21
39,21
37,22
34,19
34,20
36,15
39,16
39,18
39,19
39,19
38,19
38,17
38,18
38,19
38,19
36,18
37,17
36,17
39,16
41,17
41,17
40,17
42,18
40,17
38,18
35,19
35,16
35,17
36,16
37,15
37,16
36,15
36,15
36,15
37,16
38,16
38,17
36,16
34,15
34,15
37,15
39,14
39,12
39,13
36,15
34,14
36,13
36,14
34,14
34,15
34,11
34,12
36,13
34,16
33,11
34,12
34,11
33,12
34,13
34,15
34,14
35,14
35,17
35,16
35,14
34,13
35,14
34,13
34,11
35,12
34,13
33,14
33,12
36,13
31,13
30,15
30,14
31,13
33,13
33,13
34,12
33.5,13
33,13
33,11
30,12
30,8
30,9
28,11
28,13
30,12
26,13
26,10
24,11
25,7
25,7
26,6
27,6
27,7
28,8
27,8
25,11
21,10
18,11
17,11
19,7
20,7
20,7
18,7
21,10
22,7
21,7
23,6
22,6
19,8
19,9
18,6
17,6
17,4
17,4
19,5
19,5
19,3
21,3
19.5,1
20,1
18,1
17,3
13,4
14,2
13,2
15,1
14,1
13,5
14,3
16,3
17,2
17,2
17,2
14,3
15,6
16,9
16,10
12,3
10,3
8,2
9,-4
9,-4
12,-3
11,2
10,2
9,3
9,5
9,6
9,-2
8,-3
7,-4
5,-4
7,-1
8,1
10,-1
11,-1
11,-2
10,-2
12,-3
12,-3
13,-3
10,-2
7,5
13,5
16,1
17,0
18,0
17,-1
17,-1
17,-1
17,-2
15,-1
13,8
9,2
10,-1
8,-2
6,-2
6,-2
15,-1
9,1
12,0
11,0
13,-1
12,-2
13,-1
10,-1
10,4
11,0
16,-1
14,-2
15,-1
14,-1
12,10
11,1
13,-1
16,-2
16,-2
14,2
11,-1
9,-1
15,-1
13,-1
12,5
10,3
9,3
9,-1
8,-2
13,-2
11,7
11,5
12,5
13,3
16,1
14,1
8,-1
9,-1
9,-2
11,-4
14,-4
15,-3
15,1
17,6
18,7
16,7
16,1
19,2
20,2
20,7
19,7
15,5
13,1
18,0
19,1
16,2
18,2
16,3
15,8
14,5
14,4
13,1
15,1
20,3
16,6
10,4
12,0
14,0
15,0
19,5
16,5
20,2
26,2
28,5
29,8
28,8
26.5,11
26,16
26,18
25,15
25,8
24,5
22,5
21,6
23,7
22,8
17,7
21,4
23,4
24,7
21,9
19,9
21,4
24,4
28,6
26,8
21,14
20,7
20,5
21,6
25,6
27,7
27,8
26,7
29,7
29,9
28,10
25,10
28,4
29,5
30,8
28,9
30,9
32,10
32,11
32,13
32,12
31,13
31,14
31,13
33,12
32,12
29,16
29,10
31,11
32,12
29,15
30,15
28,12
27,13
26,16
30,18
28,13
30,14
29,15
31,10
32,11
34,11
35,11
35,13
36,14
37,15
37,16
37,16
35,17
36,17
36,18
37,16
35,12
33,13
36,16
36,16
37,15
36,16
37,16
38,17
37,16
37,17
37,15
37,16
35,17
34,15
35,15
38,16
39,16
38,17
39,18
38,19
37,20
37,16
39,17
39,17
39,19
39,20
38,18
39,18
38,18
37,18
37,17
37,18
37,17
39,16
40,15
37,16
37,17
36,16
36,16
36,17
38,16
36,16
37,17
36,16
38,15
40,16
39,17
39,19
39,20
40,18
40,19
43,20
42,21
42,23
42,21
43,20
42,21
40,17
39,17
39,16
38,15
39,16
40,17
39,19
38,18
38,18
38,18
37,17
37,17
38,15
37,16
35,16
37,15
37,15
37,15
37,16
38,17
39,14
39,16
37,17
35,17
34,14
33,14
33,11
33,10
33,11
34,12
33,13
33,11
35,11
35,11
33,12
31,12
31,12
35,10
32,11
33,11
34,13
34,13
33,13
33,12
33,12
34,12
32,13
31,12
31,11
30,12
29,15
28,18
28,9
31,5
32,8
32,8
32,9
31,10
31,8
30,7
31,8
31,10
31,11
30,11
28,10
26,11
27,10
29,11
28,10
27,8
30,9
30,8
28,9
28,10
26,11
28,15
23,17
20,12
21,5
19,7
21,6
22,5
23,4
26,3
25,3
25,4
25,7
21,8
19,15
17,13
18,8
17,6
14,4
15,2
15,-1
17,-1
17,-1
14,0
14,0
15,1
16,0
19,-2
19,-2
18,-1
17,8
15,10
14,11
13,10
13,7
13,5
15,5
13,8
10,4
12,1
11,2
9,2
12,1
14,0
14,0
13,1
12,0
14,-2
14,-1
14,0
13,6
15,8
14,8
13,1
10,1
10,-2
13,-4
11,-3
13,2
15,-1
16,0
13,1
11,1
11,-1
12,-2
12,-1
12,1
14,3
11,8
13,0
13,-1
14,0
12,4
11,1
10,2
11,1
15,1
15,4
12,5
9,5
9,5
11,2
11,2
14,1
13,1
14,-2
14,-3
14,-2
11,-1
10,4
12,1
10,1
9,3
9,1
13,-2
13,-1
14,0
13,1
11,1
11,0
11,-3
13,-2
11,3
8,2
11,-3
15,-2
18,-1
17,0
17,6
14,5
17,5
16,5
7,-3
11,-3
13,-3
14,-2
13,0
14,-1
11,0
14,-1
12,-4
14,-4
19,-2
19,1
20,2
22,2
23,3
23,5
24,7
25,8
25,8
25,8
25,17
23,11
24,8
23,8
21,4
18,3
18,3
15,2
13,-1
12,-2
13,-3
15,-2
13,0
15,1
17,2
21,0
23,1
24,2
23,3
23,3
24,4
24,4
24,5
24,6
21,15
17,4
19,3
18,4
16,12
15,3
17,-2
17,-1
21,1
22,1
23,4
23,4
21,6
22,7
24,5
24,5
22,8
18,8
18,5
19,5
20,6
22,5
25,7
23,12
22,12
21,7
23,4
25,6
27,7
30,8
26,12
22,16
25,13
26,13
25,14
24,8
26,8
26,9
30,11
29,11
31,12
29,12
28,10
25,11
24,8
26,9
23,12
24,8
26,9
27,10
28,10
31,12
30,13
29,9
31,10
32,11
33,11
34,12
30,13
30,18
29,12
32,13
33,14
30,13
31,11
33,12
34,13
37,13
37,13
35,16
34,14
34,14
34,16
32,14
34,13
36,14
36,20
35,17
34,15
36,16
38,16
39,17
37,19
36,16
36,15
37,17
37,17
36,15
36,16
35,17
35,16
36,15
39,16
38,17
38,17
38,17
38,18
38,17
39,18
40,20
39,21
38,21
36,20
35,21
35,17
35,14
38,16
39,15
41,18
41,20
39,25
39,18
39,17
38,18
36,22
36,15
37,17
38,18
37,17
39,17
42,18
41,18
41,19
38,18
39,18
38,19
36,15
39,17
40,18
39,18
39,18
38,17
39,17
38,17
36,17
35,18
36,18
36,15
38,16
39,16
40,17
38,18
37,17
38,16
38,16
35,14
36,16
36,15
36,14
36,16
37,16
37,15
38,16
37,15
37,17
37,15
36,14
36,16
37,17
38,18
38,18
38,17
38,17
38,15
34,14
34,11
32,11
33,11
34,11
33,11
31,12
32,13
33,13
33,12
33,13
32,13
33,12
34,12
34,13
35,12
36,12
35,12
34,13
33,12
32,12
36,12
30,11
31,12
32,11
32,12
33,13
34,12
34,13
34,14
32,14
32,12
28,12
29,16
30,16
29,16
28,12
27,13
29,10
28,9
27,9
25,10
24,5
26,3
27,4
28,7
26,8
27,7
28,7
27,7
24,12
23,15
22,14
15,13
18,7
19,7
21,7
22,18
20,13
23,13
19,12
21,7
21,7
20,8
20,6
20,6
19,4
17,5
15,14
17,5
15,3
16,1
17,2
15,4
8,0
14,-2
13,-2
13,-2
9,-1
13,-3
15,-2
13,-2
12,-2
14,-3
15,-3
15,-3
12,-2
12,-2
11,4
10,3
12,1
11,1
9,2
11,4
10,-3
10,-3
8,-2
6,-2
6,-7
8,-7
11,2
12,-2
13,-2
13,-2
12,-2
9,-1
9,3
11,3
12,5
15,-3
15,-3
21,-2
19,1
18,1
15,1
11,-1
12,-1
10,4
9,1
11,-1
12,-2
10,-2
3,-1
8,-3
10,-4
10,-4
11,-5
13,-4
14,-1
11,1
10,5
9,-3
11,-2
8,-1
6,2
7,-2
6,-2
12,-4
13,-4
14,-4
16,-3
14,-2
15,0
13,2
11,6
12,-1
10,-1
9,1
6,1
5,0
4,-4
1,-4
2,-10
2,-10
4,-9
7,-8
7,-6
12,-5
15,-5
18,-2
19,-2
18,-1
18,1
15,3
12,3
14,1
14,1
15,0
16,1
15,2
16,2
17,2
18,4
18,3
16,3
10,3
14,1
16,2
16,6
18,6
14,13
14,10
14,10
15,2
15,3
16,1
16,1
15,1
15,0
15,0
17,1
18,1
19,3
19,3
16,5
12,-2
15,-3
18,-1
19,-1
20,1
24,3
23,4
25,8
25,8
23,8
17,5
17,1
19,1
19,2
22,3
25,3
24,5
24,10
25,9
26,8
28,8
27,8
21,22
22,12
23,6
25,6
26,7
27,11
30,11
32,11
32,12
31,12
27,12
19,11
22,8
25,9
26,11
26,11
27,9
24,10
21,9
19,9
19,4
25,5
27,6
29,8
29,10
31,9
29,9
28,14
30,14
29,14
28,14
30,10
30,11
30,15
29,12
30,11
32,11
33,13
32,14
32,16
30,15
32,11
33,12
32,13
30,12
28,12
29,12
29,12
30,14
33,14
36,15
34,15
35,12
36,12
34,13
36,15
35,16
35,17
34,16
34,14
37,14
39,20
38,18
36,15
36,14
35,14
34,15
35,14
38,16
38,16
38,16
37,17
35,17
34,14
35,14
35,15
35,16
36,16
36,16
37,17
35,19
33,17
36,16
39,16
39,17
41,19
41,21
41,19
42,19
41,20
41,20
40,17
40,18
42,20
41,21
40,21
38,19
38,17
39,17
40,17
38,20
40,21
42,21
41,21
40,22
40,22
40,21
39,20
36,18
35,18
36,18
38,18
39,18
39,19
38,21
37,21
36,21
36,21
37,21
37,21
38,21
40,20
39,20
40,19
40,19
37,19
39,18
38,17
37,16
39,16
38,16
38,18
37,18
37,17
38,17
36,18
34,17
34,16
35,17
36,17
34,16
33,15
33,14
33,13
34,13
35,13
35,13
37,12
37,13
33,13
33,10
33,10
33,10
34,11
35,12
34,12
34,13
33,14
33,14
33,13
33,12
35,13
34,13
31,13
29,10
29,10
26,11
28,11
30,10
29,8
28,9
27,11
34,11
29,13
30,14
28,12
31,13
34,11
33,12
33,12
32,12
31,10
31,11
31,11
28,13
29,13
25,15
20,6
19,1
22,-1
24,0
24,1
26,2
25,3
24,5
22,8
25,9
26,10
27,11
22,7
23,7
24,7
21,8
20,2
20,2
18,3
16,2
17,1
17,-1
16,0
17,1
18,-1
18,-2
16,-1
12,8
14,2
15,2
15,3
16,3
17,3
19,3
19,1
20,0
22,0
24,2
22,3
24,4
21,4
21,3
21,3
22,3
24,5
23,5
21,5
23,4
23,3
22,2
21,1
22,0
21,1
18,1
19,5
19,1
16,1
16,9
14,1
16,1
16,1
16,3
14,3
13,4
13,5
10,3
9,3
10,-3
10,-3
12,-4
12,-4
11,1
14,-3
11,-2
14,-2
15,-2
15,-2
15,-2
14,1
11,4
8,4
9,0
11,0
10,5
11,1
9,1
9,-1
7,-3
5,-4
5,-5
7,-5
7,-3
5,-2.5
9,-4
11,-2
13,-2
11,5
11,7
10,7
8,0
8,-2
7,-3
7,-3
9,-4
9,-4
12,1
11,7
14,0
15,0
15,0
15,10
13,8
13,2
14,0
14,0
12,1
14,5
12,7
10,1
5,1
10,-2
13,-2
14,-2
15,1
11,1
13,2
17,3
17,-2
18,-1
17,2
20,8
21,7
18,7
18,1
17,2
19,1
19,2
22,1
22,2
19,3
16,11
16,1
18,-1
19,-1
21,-1
22,1
19,3
18,1
18,0
17,1
